City,District,Ward,area_value,price_value_trieu,price_per_m2_final
Hà Nội,Nam Từ Liêm,Phường Mỹ Đình 2,400.0,180.0,450000.0
Hà Nội,Nam Từ Liêm,Phường Mỹ Đình 1,375.0,140.0,373333.3333333333
Hà Nội,Tây Hồ,Xuân La,1.0,250.0,250000000.0
Hà Nội,Đống Đa,Ô Chợ Dừa,1.2,300.0,250000000.0
Hà Nội,Nam Từ Liêm,Phường Mỹ Đình 2,400.0,170.0,425000.0
Hà Nội,Đống Đa,Ô Chợ Dừa,700.0,140.0,200000.0
Hà Nội,Hoàn Kiếm,Phan Chu Trinh,400.0,200.0,500000.0
Hà Nội,Hoàn Kiếm,Trần Hưng Đạo,600.0,480.0,800000.0
Hà Nội,Cầu Giấy,Trung Hòa,300.0,210.0,700000.0
Hà Nội,Hoàn Kiếm,Hàng Bông,500.0,240.0,480000.0
Hà Nội,Hoàn Kiếm,Hàng Bài,300.0,300.0,1000000.0
Hà Nội,Tây Hồ,Xuân La,350.0,80.0,228571.42857142852
Hà Nội,Ba Đình,Điện Biên,3.0,800.0,266666666.66666663
