City,District,Ward,area_value,price_value_trieu,price_per_m2_final
Hà Nội,Hoàn Kiếm,Hàng Bông,250.0,199.0,796000.0
Hà Nội,Đống Đa,Kim Liên,50.0,40.0,800000.0
Hà Nội,Đống Đa,Láng Hạ,800.0,400.0,500000.0
Hà Nội,Nam Từ Liêm,Phường Mỹ Đình 1,300.0,67.0,223333.3333333333
Hà Nội,Hoàn Kiếm,Trần Hưng Đạo,80.0,70.0,875000.0
Hà Nội,Đống Đa,Quang Trung,55.0,50.0,909090.9090909092
Hà Nội,Tây Hồ,Xuân La,95.0,80.0,842105.2631578947
Hà Nội,Đống Đa,Trung Tự,50.0,40.0,800000.0
Hà Nội,Đống Đa,Láng Hạ,200.0,150.0,750000.0
Hà Nội,Tây Hồ,Xuân La,67.0,42.0,626865.671641791
Hà Nội,Ba Đình,Kim Mã,270.0,70.0,259259.25925925927
Hà Nội,Ba Đình,Cống Vị,143.0,65.0,454545.4545454545
Hà Nội,Ba Đình,Ngọc Khánh,50.0,50.0,1000000.0
Hà Nội,Ba Đình,Giảng Võ,70.0,25.0,357142.8571428572
Hà Nội,Hoàn Kiếm,Hàng Bồ,200.0,70.0,350000.0
Hà Nội,Đống Đa,Cát Linh,330.0,225.0,681818.1818181818
Hà Nội,Thanh Xuân,Thanh Xuân Trung,136.0,65.0,477941.17647058825
Hà Nội,Ba Đình,Điện Biên,400.0,200.0,500000.0
Hà Nội,Hai Bà Trưng,Lê Đại Hành,480.0,80.0,166666.66666666666
Hà Nội,Ba Đình,Nguyễn Trung Trực,270.0,80.0,296296.2962962963
Hà Nội,Đống Đa,Láng Thượng,320.0,80.0,250000.0
Hà Nội,Ba Đình,Đội Cấn,360.0,80.0,222222.22222222225
Hà Nội,Long Biên,Ngọc Lâm,150.0,40.0,266666.6666666667
Hà Nội,Ba Đình,Ngọc Khánh,275.0,70.0,254545.45454545456
Hà Nội,Đống Đa,Láng Thượng,480.0,110.0,229166.66666666663
Hà Nội,Tây Hồ,Phú Thượng,900.0,60.00000000000001,66666.66666666667
Hà Nội,Hoàn Kiếm,Phan Chu Trinh,200.0,80.0,400000.0
Hà Nội,Cầu Giấy,Dịch Vọng Hậu,450.0,30.000000000000004,66666.66666666667
Hà Nội,Hoàng Mai,Vĩnh Hưng,230.0,190.0,826086.9565217391
Hà Nội,Ba Đình,Nguyễn Trung Trực,340.0,120.0,352941.17647058825
Hà Nội,Hoàn Kiếm,Hàng Mã,800.0,100.0,125000.0
Hà Nội,Hai Bà Trưng,Phạm Đình Hổ,400.0,600.0,1500000.0
Hà Nội,Hoàng Mai,Tương Mai,600.0,60.0,100000.0
Hà Nội,Hoàn Kiếm,Hàng Mã,1.98,200.0,101010101.010101
Hà Nội,Đống Đa,Kim Liên,1.14,150.0,131578947.36842106
Hà Nội,Hai Bà Trưng,Lê Đại Hành,480.0,140.0,291666.6666666667
Hà Nội,Hai Bà Trưng,Nguyễn Du,1.65,500.0,303030303.03030306
Hà Nội,Đống Đa,Láng Hạ,990.0,300.0,303030.30303030304
Hà Nội,Hoàn Kiếm,Phan Chu Trinh,600.0,400.0,666666.6666666666
Hà Nội,Hoàn Kiếm,Phan Chu Trinh,150.0,110.0,733333.3333333334
Hà Nội,Hai Bà Trưng,Phạm Đình Hổ,2.16,450.0,208333333.3333333
Hà Nội,Hoàn Kiếm,Hàng Trống,360.0,120.0,333333.3333333333
Hà Nội,Hai Bà Trưng,Nguyễn Du,510.0,110.0,215686.27450980392
Hà Nội,Hai Bà Trưng,Nguyễn Du,1.4,340.0,242857142.85714287
Hà Nội,Ba Đình,Quán Thánh,380.0,280.0,736842.1052631579
Hà Nội,Hai Bà Trưng,Nguyễn Du,510.0,100.0,196078.431372549
Hà Nội,Hai Bà Trưng,Lê Đại Hành,340.0,150.0,441176.4705882353
Hà Nội,Hà Đông,Mộ Lao,800.0,320.0,400000.0
Hà Nội,Hà Đông,Hà Cầu,345.0,530.0,1536231.884057971
Hà Nội,Hai Bà Trưng,Nguyễn Du,150.0,130.0,866666.6666666666
Hà Nội,Hai Bà Trưng,Phạm Đình Hổ,250.0,380.0,1520000.0
Hà Nội,Hai Bà Trưng,Nguyễn Du,225.0,400.0,1777777.7777777778
Hà Nội,Đống Đa,Ô Chợ Dừa,450.0,750.0,1666666.6666666667
Hà Nội,Hai Bà Trưng,Nguyễn Du,240.0,530.0000000000001,2208333.333333333
Hà Nội,Hoàn Kiếm,Hàng Bông,450.0,460.0,1022222.2222222222
Hà Nội,Tây Hồ,Xuân La,500.0,875.0,1750000.0
Hà Nội,Hoàn Kiếm,Phan Chu Trinh,330.0,899.9999999999999,2727272.727272727
Hà Nội,Hoàn Kiếm,Trần Hưng Đạo,200.0,500.0,2500000.0
Hà Nội,Hoàn Kiếm,Lý Thái Tổ,550.0,500.0,909090.9090909092
Hà Nội,Ba Đình,Quán Thánh,250.0,680.0,2720000.0
Hà Nội,Hai Bà Trưng,Nguyễn Du,340.0,115.0,338235.29411764705
Hà Nội,Hoàn Kiếm,Trần Hưng Đạo,800.0,320.0,400000.0
Hà Nội,Hà Đông,Hà Cầu,360.0,110.0,305555.5555555556
Hà Nội,Hai Bà Trưng,Nguyễn Du,480.0,125.0,260416.66666666663
Hà Nội,Đống Đa,Phương Liên,1.35,264.99999999999994,196296296.29629627
Hà Nội,Hoàn Kiếm,Trần Hưng Đạo,300.0,350.0,1166666.6666666667
Hà Nội,Hai Bà Trưng,Nguyễn Du,287.0,270.0,940766.550522648
Hà Nội,Hoàn Kiếm,Trần Hưng Đạo,330.0,420.0,1272727.2727272727
Hà Nội,Hoàn Kiếm,Cửa Nam,60.0,60.0,1000000.0
Hà Nội,Hoàn Kiếm,Trần Hưng Đạo,90.0,190.0,2111111.111111111
Hà Nội,Long Biên,Bồ Đề,400.0,400.0,1000000.0
Hà Nội,Đống Đa,Cát Linh,230.0,385.0,1673913.043478261
Hà Nội,Hoàn Kiếm,Phan Chu Trinh,1.0,300.0,300000000.0
Hà Nội,Hai Bà Trưng,Phạm Đình Hổ,630.0,110.0,174603.17460317462
Hà Nội,Hoàn Kiếm,Phan Chu Trinh,400.0,700.0,1750000.0
Hà Nội,Hoàn Kiếm,Phan Chu Trinh,330.0,450.0,1363636.3636363635
Hà Nội,Hai Bà Trưng,Phố Huế,230.0,180.0,782608.695652174
Hà Nội,Đống Đa,Phương Liên,720.0,170.0,236111.11111111112
Hà Nội,Hoàn Kiếm,Hàng Buồm,300.0,90.0,300000.0
Hà Nội,Long Biên,Long Biên,1.5,250.0,166666666.66666666
Hà Nội,Thanh Xuân,Thanh Xuân Bắc,2.5,450.0,180000000.0
Hà Nội,Hà Đông,Mộ Lao,900.0,200.0,222222.22222222225
Hà Nội,Hoàn Kiếm,Trần Hưng Đạo,120.0,70.0,583333.3333333334
Hà Nội,Hai Bà Trưng,Lê Đại Hành,400.0,120.0,300000.0
Hà Nội,Hai Bà Trưng,Phạm Đình Hổ,2.7,560.0,207407407.4074074
Hà Nội,Đống Đa,Ngã Tư Sở,1.2,230.00000000000003,191666666.6666667
Hà Nội,Hai Bà Trưng,Lê Đại Hành,1.2,140.0,116666666.66666669
Hà Nội,Hai Bà Trưng,Lê Đại Hành,400.0,230.0,575000.0
Hà Nội,Hoàn Kiếm,Tràng Tiền,540.0,570.0,1055555.5555555555
Hà Nội,Hoàn Kiếm,Hàng Trống,600.0,80.0,133333.33333333334
Hà Nội,Tây Hồ,Thụy Khuê,2.0,150.0,75000000.0
Hà Nội,Thanh Xuân,Thanh Xuân Trung,160.0,50.0,312500.0
Hà Nội,Ba Đình,Trúc Bạch,640.0,180.0,281250.0
Hà Nội,Cầu Giấy,Nghĩa Tân,1.4,300.0,214285714.2857143
Hà Nội,Cầu Giấy,Dịch Vọng Hậu,800.0,100.0,125000.0
Hà Nội,Cầu Giấy,Dịch Vọng,65.0,50.0,769230.7692307692
Hà Nội,Đống Đa,Khương Thượng,1.4,250.00000000000003,178571428.5714286
Hà Nội,Cầu Giấy,Trung Hòa,1.12,185.0,165178571.4285714
Hà Nội,Cầu Giấy,Trung Hòa,800.0,160.0,200000.0
Hà Nội,Đống Đa,Nam Đồng,1.0,190.0,190000000.0
Hà Nội,Hai Bà Trưng,Lê Đại Hành,500.0,180.0,360000.0
Hà Nội,Hoàng Mai,Hoàng Liệt,800.0,160.0,200000.0
Hà Nội,Hoàn Kiếm,Hàng Bồ,80.0,50.0,625000.0
Hà Nội,Hoàn Kiếm,Lý Thái Tổ,100.0,80.0,800000.0
Hà Nội,Hai Bà Trưng,Lê Đại Hành,100.0,80.0,800000.0
Hà Nội,Đống Đa,Quang Trung,55.0,59.99999999999999,1090909.0909090908
Hà Nội,Hai Bà Trưng,Bách Khoa,70.0,45.0,642857.1428571428
Hà Nội,Hai Bà Trưng,Phạm Đình Hổ,75.0,40.0,533333.3333333334
Hà Nội,Hai Bà Trưng,Lê Đại Hành,250.0,120.0,480000.0
Hà Nội,Hoàn Kiếm,Trần Hưng Đạo,120.0,80.0,666666.6666666666
Hà Nội,Đống Đa,Trung Liệt,100.0,80.0,800000.0
Hà Nội,Cầu Giấy,Trung Hòa,130.0,60.0,461538.4615384616
Hà Nội,Ba Đình,Quán Thánh,120.0,80.0,666666.6666666666
Hà Nội,Hai Bà Trưng,Phạm Đình Hổ,80.0,55.0,687500.0
Hà Nội,Cầu Giấy,Mai Dịch,100.0,80.0,800000.0
Hà Nội,Hai Bà Trưng,Phố Huế,120.0,80.0,666666.6666666666
Hà Nội,Cầu Giấy,Trung Hòa,85.0,65.0,764705.8823529412
Hà Nội,Hai Bà Trưng,Nguyễn Du,100.0,80.0,800000.0
Hà Nội,Hai Bà Trưng,Lê Đại Hành,110.0,80.0,727272.7272727273
Hà Nội,Ba Đình,Quán Thánh,100.0,80.0,800000.0
Hà Nội,Đống Đa,Ô Chợ Dừa,70.0,35.0,500000.0
Hà Nội,Ba Đình,Giảng Võ,195.0,160.0,820512.8205128205
Hà Nội,Hà Đông,Hà Cầu,80.0,75.0,937500.0
Hà Nội,Hà Đông,Quang Trung,100.0,55.0,550000.0
Hà Nội,Ba Đình,Đội Cấn,100.0,65.0,650000.0
Hà Nội,Đống Đa,Ô Chợ Dừa,130.0,60.0,461538.4615384616
Hà Nội,Hoàn Kiếm,Hàng Mã,85.0,60.0,705882.3529411765
Hà Nội,Đống Đa,Trung Liệt,150.0,55.0,366666.6666666667
Hà Nội,Đống Đa,Nam Đồng,130.0,80.0,615384.6153846154
Hà Nội,Hoàn Kiếm,Hàng Bài,100.0,120.0,1200000.0
Hà Nội,Hoàn Kiếm,Trần Hưng Đạo,110.0,59.99999999999999,545454.5454545454
Hà Nội,Hai Bà Trưng,Vĩnh Tuy,90.0,70.0,777777.7777777778
Hà Nội,Hai Bà Trưng,Nguyễn Du,80.0,90.0,1125000.0
Hà Nội,Hoàn Kiếm,Hàng Buồm,50.0,70.0,1400000.0
Hà Nội,Hà Đông,Mộ Lao,80.0,60.0,750000.0
Hà Nội,Hai Bà Trưng,Bạch Mai,80.0,50.0,625000.0
Hà Nội,Hoàn Kiếm,Hàng Bạc,80.0,100.0,1250000.0
Hà Nội,Cầu Giấy,Dịch Vọng Hậu,100.0,100.0,1000000.0
Hà Nội,Đống Đa,Láng Thượng,140.0,160.0,1142857.142857143
Hà Nội,Đống Đa,Láng Hạ,150.0,80.0,533333.3333333334
Hà Nội,Hoàn Kiếm,Cửa Đông,100.0,65.0,650000.0
Hà Nội,Hà Đông,Văn Quán,180.0,65.0,361111.1111111111
Hà Nội,Long Biên,Bồ Đề,120.0,85.0,708333.3333333334
Hà Nội,Hoàn Kiếm,Phan Chu Trinh,120.0,129.99999999999997,1083333.3333333333
Hà Nội,Đống Đa,Quốc Tử Giám,150.0,90.0,600000.0
Hà Nội,Thanh Xuân,Nhân Chính,250.0,170.0,680000.0
Hà Nội,Hoàn Kiếm,Hàng Bài,110.0,90.0,818181.8181818182
Hà Nội,Cầu Giấy,Dịch Vọng,200.0,250.0,1250000.0
Hà Nội,Hai Bà Trưng,Bách Khoa,195.0,240.0,1230769.2307692308
Hà Nội,Long Biên,Bồ Đề,400.0,230.0,575000.0
Hà Nội,Tây Hồ,Xuân La,160.0,105.0,656250.0
Hà Nội,Hai Bà Trưng,Lê Đại Hành,45.0,69.0,1533333.3333333333
Hà Nội,Hoàn Kiếm,Lý Thái Tổ,90.0,100.0,1111111.111111111
Hà Nội,Hoàn Kiếm,Phan Chu Trinh,250.0,180.0,720000.0
Hà Nội,Long Biên,Bồ Đề,140.0,140.0,1000000.0
Hà Nội,Hoàn Kiếm,Đồng Xuân,70.0,60.0,857142.8571428572
Hà Nội,Hoàn Kiếm,Trần Hưng Đạo,105.0,75.0,714285.7142857143
Hà Nội,Đống Đa,Cát Linh,175.0,180.0,1028571.4285714284
Hà Nội,Tây Hồ,Quảng An,1.2,150.0,125000000.0
Hà Nội,Cầu Giấy,Mai Dịch,110.0,80.0,727272.7272727273
Hà Nội,Ba Đình,Trúc Bạch,140.0,50.0,357142.8571428572
Hà Nội,Hoàn Kiếm,Trần Hưng Đạo,400.0,280.0,700000.0
Hà Nội,Đống Đa,Nam Đồng,130.0,130.0,1000000.0
Hà Nội,Cầu Giấy,Trung Hòa,135.0,90.0,666666.6666666666
Hà Nội,Hai Bà Trưng,Phạm Đình Hổ,165.0,250.0,1515151.5151515151
Hà Nội,Cầu Giấy,Trung Hòa,135.0,85.0,629629.6296296297
Hà Nội,Đống Đa,Hàng Bột,180.0,300.0,1666666.6666666667
Hà Nội,Hai Bà Trưng,Lê Đại Hành,70.0,65.0,928571.4285714284
Hà Nội,Cầu Giấy,Trung Hòa,160.0,110.0,687500.0
Hà Nội,Đống Đa,Trung Liệt,150.0,100.0,666666.6666666666
Hà Nội,Thanh Xuân,Khương Trung,150.0,120.0,800000.0
Hà Nội,Thanh Xuân,Nhân Chính,150.0,150.0,1000000.0
Hà Nội,Ba Đình,Đội Cấn,70.0,57.0,814285.7142857143
Hà Nội,Cầu Giấy,Dịch Vọng,161.0,150.0,931677.0186335404
Hà Nội,Hà Đông,Hà Cầu,300.0,228.0,760000.0
Hà Nội,Đống Đa,Ngã Tư Sở,100.0,100.0,1000000.0
Hà Nội,Hoàn Kiếm,Phan Chu Trinh,300.0,250.0,833333.3333333334
Hà Nội,Cầu Giấy,Dịch Vọng,230.0,220.0,956521.7391304348
Hà Nội,Thanh Xuân,Nhân Chính,150.0,120.0,800000.0
Hà Nội,Ba Đình,Ngọc Khánh,35.0,50.0,1428571.4285714286
Hà Nội,Ba Đình,Quán Thánh,210.0,50.0,238095.2380952381
Hà Nội,Hoàn Kiếm,Hàng Bài,233.0,170.0,729613.7339055794
Hà Nội,Cầu Giấy,Dịch Vọng Hậu,120.0,75.0,625000.0
Hà Nội,Hai Bà Trưng,Đồng Tâm,520.0,185.0,355769.23076923075
Hà Nội,Đống Đa,Trung Phụng,2.7,450.0,166666666.66666666
Hà Nội,Tây Hồ,Thụy Khuê,832.0,130.0,156250.0
Hà Nội,Hoàn Kiếm,Hàng Buồm,170.0,114.0,670588.2352941176
Hà Nội,Thanh Xuân,Thanh Xuân Nam,75.0,55.0,733333.3333333334
Hà Nội,Hai Bà Trưng,Lê Đại Hành,324.0,160.0,493827.16049382713
Hà Nội,Ba Đình,Kim Mã,65.0,55.0,846153.8461538461
Hà Nội,Đống Đa,Láng Hạ,150.0,75.0,500000.0
Hà Nội,Đống Đa,Ô Chợ Dừa,60.0,60.0,1000000.0
Hà Nội,Hai Bà Trưng,Nguyễn Du,100.0,110.0,1100000.0
Hà Nội,Ba Đình,Kim Mã,450.0,100.0,222222.22222222225
Hà Nội,Nam Từ Liêm,Phường Mỹ Đình 2,200.0,115.0,575000.0
Hà Nội,Hai Bà Trưng,Đống Mác,180.0,90.0,500000.0
Hà Nội,Đống Đa,Láng Hạ,150.0,100.0,666666.6666666666
Hà Nội,Hai Bà Trưng,Lê Đại Hành,120.0,145.0,1208333.3333333333
Hà Nội,Cầu Giấy,Trung Hòa,140.0,100.0,714285.7142857143
Hà Nội,Hai Bà Trưng,Minh Khai,120.0,110.0,916666.6666666666
Hà Nội,Hoàn Kiếm,Trần Hưng Đạo,200.0,50.0,250000.0
Hà Nội,Hai Bà Trưng,Bách Khoa,90.0,30.0,333333.3333333333
Hà Nội,Hoàn Kiếm,Trần Hưng Đạo,100.0,50.0,500000.0
Hà Nội,Tây Hồ,Quảng An,200.0,100.0,500000.0
Hà Nội,Đống Đa,Láng Thượng,80.0,69.0,862500.0
Hà Nội,Cầu Giấy,Trung Hòa,220.0,100.0,454545.4545454545
Hà Nội,Cầu Giấy,Trung Hòa,400.0,60.0,150000.0
Hà Nội,Tây Hồ,Xuân La,320.0,120.0,375000.0
Hà Nội,Đống Đa,Láng Hạ,90.0,40.0,444444.4444444445
Hà Nội,Ba Đình,Quán Thánh,450.0,120.0,266666.6666666667
Hà Nội,Đống Đa,Quang Trung,175.0,150.0,857142.8571428572
Hà Nội,Thanh Xuân,Thanh Xuân Trung,880.0,230.0,261363.63636363635
Hà Nội,Ba Đình,Ngọc Khánh,800.0,140.0,175000.0
Hà Nội,Đống Đa,Cát Linh,1.62,280.0,172839506.1728395
Hà Nội,Long Biên,Gia Thụy,410.0,153.0,373170.73170731706
Hà Nội,Thanh Xuân,Thanh Xuân Trung,480.0,70.0,145833.33333333334
Hà Nội,Hai Bà Trưng,Lê Đại Hành,600.0,184.0,306666.6666666667
Hà Nội,Thanh Xuân,Nhân Chính,600.0,150.0,250000.0
Hà Nội,Hà Đông,Mộ Lao,475.0,150.0,315789.4736842105
Hà Nội,Đống Đa,Cát Linh,450.0,300.0,666666.6666666666
Hà Nội,Đống Đa,Láng Hạ,240.0,120.0,500000.0
Hà Nội,Cầu Giấy,Trung Hòa,480.0,100.0,208333.3333333333
Hà Nội,Đống Đa,Phương Liên,400.0,100.0,250000.0
Hà Nội,Hà Đông,Vạn Phúc,24.0,65.0,2708333.333333333
Hà Nội,Hà Đông,Quang Trung,330.0,40.0,121212.12121212122
Hà Nội,Đống Đa,Hàng Bột,600.0,180.0,300000.0
Hà Nội,Hai Bà Trưng,Lê Đại Hành,150.0,200.0,1333333.3333333333
Hà Nội,Hoàn Kiếm,Phan Chu Trinh,800.0,180.0,225000.0
Hà Nội,Cầu Giấy,Trung Hòa,360.0,95.0,263888.8888888889
Hà Nội,Đống Đa,Ô Chợ Dừa,200.0,85.0,425000.0
Hà Nội,Ba Đình,Đội Cấn,500.0,75.0,150000.0
Hà Nội,Ba Đình,Đội Cấn,390.0,50.0,128205.1282051282
Hà Nội,Đống Đa,Láng Thượng,400.0,140.0,350000.0
Hà Nội,Cầu Giấy,Yên Hòa,700.0,120.0,171428.57142857142
Hà Nội,Cầu Giấy,Yên Hòa,240.0,120.0,500000.0
Hà Nội,Long Biên,Ngọc Lâm,450.0,180.0,400000.0
Hà Nội,Hai Bà Trưng,Đồng Tâm,400.0,200.0,500000.0
Hà Nội,Thanh Xuân,Nhân Chính,800.0,140.0,175000.0
Hà Nội,Hà Đông,Văn Quán,160.0,50.0,312500.0
Hà Nội,Cầu Giấy,Trung Hòa,520.0,85.0,163461.53846153847
Hà Nội,Cầu Giấy,Dịch Vọng,180.0,90.0,500000.0
Hà Nội,Cầu Giấy,Mai Dịch,1.44,130.0,90277777.77777778
Hà Nội,Hà Đông,Mộ Lao,400.0,120.0,300000.0
Hà Nội,Thanh Xuân,Thanh Xuân Trung,240.0,50.0,208333.3333333333
Hà Nội,Đống Đa,Láng Hạ,750.0,175.0,233333.3333333333
Hà Nội,Đống Đa,Nam Đồng,350.0,50.00000000000001,142857.14285714287
Hà Nội,Thanh Xuân,Khương Mai,320.0,45.0,140625.0
Hà Nội,Đống Đa,Ô Chợ Dừa,900.0,175.0,194444.44444444444
Hà Nội,Cầu Giấy,Trung Hòa,450.0,150.0,333333.3333333333
Hà Nội,Nam Từ Liêm,Cầu Diễn,475.0,90.0,189473.68421052632
Hà Nội,Đống Đa,Trung Liệt,240.0,60.0,250000.0
Hà Nội,Hoàng Mai,Tân Mai,200.0,60.0,300000.0
Hà Nội,Cầu Giấy,Dịch Vọng,150.0,60.0,400000.0
Hà Nội,Đống Đa,Ngã Tư Sở,400.0,50.0,125000.0
Hà Nội,Ba Đình,Nguyễn Trung Trực,650.0,85.0,130769.23076923077
Hà Nội,Cầu Giấy,Yên Hòa,500.0,100.0,200000.0
Hà Nội,Hoàn Kiếm,Trần Hưng Đạo,300.0,60.0,200000.0
Hà Nội,Hai Bà Trưng,Lê Đại Hành,160.0,120.0,750000.0
Hà Nội,Đống Đa,Trung Liệt,420.0,100.0,238095.2380952381
Hà Nội,Nam Từ Liêm,Trung Văn,200.0,60.0,300000.0
Hà Nội,Hai Bà Trưng,Nguyễn Du,750.0,115.0,153333.33333333334
Hà Nội,Cầu Giấy,Nghĩa Đô,200.0,45.0,225000.0
Hà Nội,Hai Bà Trưng,Vĩnh Tuy,2.0,300.0,150000000.0
Hà Nội,Ba Đình,Điện Biên,250.0,240.0,960000.0
Hà Nội,Đống Đa,Trung Liệt,600.0,50.0,83333.33333333333
Hà Nội,Đống Đa,Thổ Quan,3.2,680.0,212500000.0
Hà Nội,Cầu Giấy,Trung Hòa,200.0,80.0,400000.0
Hà Nội,Cầu Giấy,Quan Hoa,100.0,70.0,700000.0
Hà Nội,Hai Bà Trưng,Bạch Đằng,400.0,80.0,200000.0
Hà Nội,Ba Đình,Trúc Bạch,300.0,235.0,783333.3333333334
Hà Nội,Đống Đa,Ô Chợ Dừa,280.0,45.0,160714.2857142857
Hà Nội,Thanh Xuân,Khương Đình,100.0,32.0,320000.0
Hà Nội,Cầu Giấy,Trung Hòa,100.0,67.0,670000.0
Hà Nội,Cầu Giấy,Yên Hòa,500.0,65.0,130000.0
Hà Nội,Ba Đình,Đội Cấn,450.0,85.0,188888.88888888888
Hà Nội,Hoàn Kiếm,Hàng Bạc,150.0,25.0,166666.66666666666
Hà Nội,Đống Đa,Láng Thượng,750.0,100.0,133333.33333333334
Hà Nội,Đống Đa,Trung Liệt,600.0,135.0,225000.0
Hà Nội,Hoàng Mai,Tương Mai,600.0,265.0,441666.6666666667
Hà Nội,Đống Đa,Trung Liệt,200.0,65.0,325000.0
Hà Nội,Hai Bà Trưng,Thanh Nhàn,480.0,100.0,208333.3333333333
Hà Nội,Cầu Giấy,Nghĩa Tân,360.0,55.0,152777.77777777778
Hà Nội,Thanh Xuân,Thượng Đình,200.0,50.0,250000.0
Hà Nội,Nam Từ Liêm,Mễ Trì,400.0,195.0,487500.0
Hà Nội,Hoàn Kiếm,Tràng Tiền,60.0,86.0,1433333.3333333333
Hà Nội,Đống Đa,Văn Miếu,300.0,115.0,383333.3333333333
Hà Nội,Ba Đình,Ngọc Khánh,200.0,100.0,500000.0
Hà Nội,Cầu Giấy,Yên Hòa,750.0,60.0,80000.0
Hà Nội,Đống Đa,Ô Chợ Dừa,450.0,65.0,144444.44444444444
Hà Nội,Đống Đa,Hàng Bột,210.0,65.0,309523.8095238095
Hà Nội,Đống Đa,Phương Liên,70.0,25.0,357142.8571428572
Hà Nội,Cầu Giấy,Trung Hòa,540.0,150.0,277777.7777777777
Hà Nội,Hai Bà Trưng,Trương Định,160.0,40.0,250000.0
Hà Nội,Cầu Giấy,Trung Hòa,240.0,45.0,187500.0
Hà Nội,Hoàng Mai,Tân Mai,320.0,70.0,218750.0
Hà Nội,Đống Đa,Láng Thượng,240.0,45.0,187500.0
Hà Nội,Tây Hồ,Nhật Tân,300.0,85.0,283333.3333333333
Hà Nội,Hoàn Kiếm,Cửa Nam,300.0,85.0,283333.3333333333
Hà Nội,Hai Bà Trưng,Phạm Đình Hổ,450.0,80.0,177777.77777777778
Hà Nội,Tây Hồ,Xuân La,450.0,65.0,144444.44444444444
Hà Nội,Tây Hồ,Thụy Khuê,500.0,95.0,190000.0
Hà Nội,Cầu Giấy,Yên Hòa,150.0,50.0,333333.3333333333
Hà Nội,Hai Bà Trưng,Lê Đại Hành,2.0,730.0,365000000.0
Hà Nội,Hai Bà Trưng,Bạch Mai,180.0,35.0,194444.44444444444
Hà Nội,Hai Bà Trưng,Nguyễn Du,400.0,110.0,275000.0
Hà Nội,Hai Bà Trưng,Lê Đại Hành,360.0,110.0,305555.5555555556
Hà Nội,Long Biên,Ngọc Lâm,500.0,115.0,230000.0
Hà Nội,Hoàn Kiếm,Trần Hưng Đạo,80.0,65.0,812500.0
Hà Nội,Hoàn Kiếm,Phan Chu Trinh,120.0,50.0,416666.6666666667
Hà Nội,Hoàn Kiếm,Hàng Buồm,210.0,48.0,228571.42857142852
Hà Nội,Đống Đa,Phương Liên,300.0,90.0,300000.0
Hà Nội,Hai Bà Trưng,Minh Khai,300.0,90.0,300000.0
Hà Nội,Đống Đa,Trung Liệt,500.0,155.0,310000.0
Hà Nội,Hai Bà Trưng,Thanh Nhàn,1.0,380.0,380000000.0
Hà Nội,Hoàn Kiếm,Trần Hưng Đạo,600.0,230.0,383333.3333333333
Hà Nội,Bắc Từ Liêm,Phường Cổ Nhuế 1,240.0,120.0,500000.0
Hà Nội,Thanh Xuân,Thượng Đình,300.0,90.0,300000.0
Hà Nội,Hai Bà Trưng,Nguyễn Du,300.0,140.0,466666.6666666667
Hà Nội,Hai Bà Trưng,Nguyễn Du,180.0,70.0,388888.8888888889
Hà Nội,Hai Bà Trưng,Phố Huế,500.0,110.0,220000.0
Hà Nội,Cầu Giấy,Yên Hòa,300.0,90.0,300000.0
Hồ Chí Minh,Phú Nhuận,Phường 10,540.0,180.0,333333.3333333333
Hồ Chí Minh,Quận 6,Phường 5,700.0,300.0,428571.4285714286
Hồ Chí Minh,Quận 1,Bến Thành,320.0,180.0,562500.0
Hồ Chí Minh,Thủ Đức,Bình Thọ,170.0,120.0,705882.3529411765
Hồ Chí Minh,Thủ Đức,Trường Thọ,161.0,22.0,136645.96273291926
Hồ Chí Minh,Bình Thạnh,Phường 22,100.0,35.0,350000.0
Hồ Chí Minh,Bình Thạnh,Phường 6,110.0,15.999999999999998,145454.54545454544
Hồ Chí Minh,Phú Nhuận,Phường 9,88.0,35.0,397727.2727272727
Hồ Chí Minh,Bình Thạnh,Phường 25,32.0,15.0,468750.0
Hồ Chí Minh,Quận 1,Tân Định,117.0,200.0,1709401.7094017095
Hồ Chí Minh,Tân Bình,Phường 3,273.0,450.0,1648351.6483516484
Hồ Chí Minh,Quận 1,Đa Kao,128.0,65.0,507812.5
Hồ Chí Minh,Quận 5,Phường 8,65.0,110.0,1692307.6923076925
Hồ Chí Minh,Quận 1,Bến Nghé,64.0,100.0,1562500.0
Hồ Chí Minh,Quận 10,Phường 15,80.0,59.0,737500.0
Hồ Chí Minh,Quận 1,Bến Thành,80.0,110.0,1375000.0
Hồ Chí Minh,Quận 1,Bến Thành,84.0,55.0,654761.9047619047
Bình Dương,Thủ Dầu Một,Hiệp Thành,550.0,20.0,36363.63636363636
Đồng Nai,Trảng Bom,An Viễn,6000.0,492.0,82000.0
Bình Dương,Phú Giáo,Vĩnh Hòa,6000.0,246.0,41000.0
Đồng Nai,Long Thành,Phước Bình,1400.0,65.0,46428.57142857143
Bà Rịa Vũng Tàu,Phú Mỹ,Phú Mỹ,1000.0,50.0,50000.0
Đồng Nai,Trảng Bom,Xã Hố Nai 3,4600.0,230.0,50000.0
Hà Nội,Hà Đông,Quang Trung,350.0,40.25,115000.0
Hồ Chí Minh,Tân Phú,Tân Thành,220.0,22.0,100000.0
Hồ Chí Minh,Quận 1,Cầu Ông Lãnh,650.0,104.0,160000.0
Cần Thơ,Bình Thủy,Trà Nóc,1860.0,92.0,49462.36559139785
Hà Nội,Đông Anh,Kim Chung,10000.0,300.0,30000.0
